" Product Code"," Product Description","HS 1988/92 Product Code","HS 1988/92 Product Description"
"010110","010110 -- (2002-2011) - Pure-bred breeding animals","010111","Live pure bred breeding horses"
"010111","010111 -- (-2001) -- Pure-bred breeding animals","010111","Live pure bred breeding horses"
"010119","010119 -- (-2001) -- Other","010119","Live horses, other than for pure-bred breeding"
"010120","010120 -- (-2001) - Asses, mules and hinnies","010120","Live asses mules and hinnies"
"010121","010121 -- (2012-) -- Pure-bred breeding animals","010111","Live pure bred breeding horses"
"010129","010129 -- (2012-) -- Other","010119","Live horses, other than for pure-bred breeding"
"010130","010130 -- (2012-) - Asses","010120","Live asses mules and hinnies"
"010190","010190 -- (2002-) - Other","010120","Live asses mules and hinnies"
"010210","010210 -- (-2011) - Pure-bred breeding animals","010210","Live pure-bred breeding bovine animals"
"010221","010221 -- (2012-) -- Pure-bred breeding animals","010210","Live pure-bred breeding bovine animals"
"010229","010229 -- (2012-) -- Other","010290","Live bovine animals, other than pure-bred breed"
"010231","010231 -- (2012-) -- Pure-bred breeding animals","010210","Live pure-bred breeding bovine animals"
"010239","010239 -- (2012-) -- Other","010290","Live bovine animals, other than pure-bred breed"
"010290","010290 --  - Other","010290","Live bovine animals, other than pure-bred breed"
"010310","010310 --  - Pure-bred breeding animals","010310","Live pure-bred breeding swine"
"010391","010391 --  -- Weighing less than 50 kg","010391","Live swine weighing <50kg (excl. pure-bred bree"
"010392","010392 --  -- Weighing 50 kg or more","010392","Live swine weighing >=50kg (excl. pure-bred bre"
"010410","010410 --  - Sheep","010410","Live sheep"
"010420","010420 --  - Goats","010420","Live goats"
"010511","010511 --  -- Fowls of the species Gallus domesticus","010511","Live fowls of species Gallus domesticus, weighi"
"010512","010512 -- (1996-) -- Turkeys","010519","Live ducks, geese, turkeys and guinea fowls, we"
"010513","010513 -- (2012-) -- Ducks","010519","Live ducks, geese, turkeys and guinea fowls, we"
"010514","010514 -- (2012-) -- Geese","010519","Live ducks, geese, turkeys and guinea fowls, we"
"010515","010515 -- (2012-) -- Guinea fowls","010519","Live ducks, geese, turkeys and guinea fowls, we"
"010519","010519 -- (-2011) -- Other","010519","Live ducks, geese, turkeys and guinea fowls, we"
"010591","010591 -- (-1995) Fowls of the species Gallus domesticus","010591","Live fowls of species Gallus domesticus (chicke"
"010592","010592 -- (1996-2006) -- Fowls of the species Gallus domesticus, weighing not more than 2,000 g","010591","Live fowls of species Gallus domesticus (chicke"
"010593","010593 -- (1996-2006) -- Fowls of the species Gallus domesticus, weighing more than 2,000 g","010591","Live fowls of species Gallus domesticus (chicke"
"010594","010594 -- (2007-) -- Fowls of the species Gallus domesticus","010591","Live fowls of species Gallus domesticus (chicke"
"010599","010599 --  -- Other","010599","Live ducks, geese, turkeys and guinea fowls, we"
"010600","010600 -- (-2001) Other live animals","010600","Other live animals, nes"
"010611","010611 -- (2002-) -- Primates","010600","Other live animals, nes"
"010612","010612 -- (2002-) -- Whales, dolphins and porpoises (mammals of the order Cetacea); manatees and dugongs (mammals of the order Sirenia); seals, sea lions and walruses (mammals of the suborder Pinnipedia)","010600","Other live animals, nes"
"010613","010613 -- (2012-) -- Camels and other camelids (Camelidae)","010600","Other live animals, nes"
"010614","010614 -- (2012-) -- Rabbits and hares","010600","Other live animals, nes"
"010619","010619 -- (2002-) -- Other","010600","Other live animals, nes"
"010620","010620 -- (2002-) - Reptiles (including snakes and turtles)","010600","Other live animals, nes"
"010631","010631 -- (2002-) -- Birds of prey","010600","Other live animals, nes"
"010632","010632 -- (2002-) -- Psittaciformes (including parrots, parakeets, macaws and cockatoos)","010600","Other live animals, nes"
"010633","010633 -- (2012-) -- Ostriches; emus (Dromaius novaehollandiae)","010600","Other live animals, nes"
"010639","010639 -- (2002-) -- Other","010600","Other live animals, nes"
"010641","010641 -- (2012-) -- Bees","010600","Other live animals, nes"
"010649","010649 -- (2012-) -- Other","010600","Other live animals, nes"
"010690","010690 -- (2002-) - Other","010600","Other live animals, nes"
"020110","020110 --  - Carcases and half-carcases","020110","Fresh or chilled bovine carcasses and half carc"
"020120","020120 --  - Other cuts with bone in","020120","Fresh or chilled unboned bovine meat (excl. car"
"020130","020130 --  - Boneless","020130","Fresh or chilled boneless bovine meat"
"020210","020210 --  - Carcases and half-carcases","020210","Frozen bovine carcasses and half carcasses"
"020220","020220 --  - Other cuts with bone in","020220","Frozen unboned bovine meat (excl. carcasses)"
"020230","020230 --  - Boneless","020230","Frozen boneless bovine meat"
"020311","020311 --  -- Carcases and half-carcases","020311","Fresh or chilled swine carcasses and half carca"
"020312","020312 --  -- Hams, shoulders and cuts thereof, with bone in","020312","Fresh or chilled unboned hams, shoulders and cu"
"020319","020319 --  -- Other","020319","Fresh or chilled swine meat, nes (unboned)"
"020321","020321 --  -- Carcases and half-carcases","020321","Frozen swine carcasses and half carcasses"
"020322","020322 --  -- Hams, shoulders and cuts thereof, with bone in","020322","Frozen unboned hams, shoulders and cuts thereof"
"020329","020329 --  -- Other","020329","Frozen swine meat, nes"
"020410","020410 --  - Carcases and half-carcases of lamb, fresh or chilled","020410","Fresh or chilled lamb carcasses and half carcas"
"020421","020421 --  -- Carcases and half-carcases","020421","Fresh or chilled sheep carcasses and half carca"
"020422","020422 --  -- Other cuts with bone in","020422","Fresh or chilled unboned meat of sheep"
"020423","020423 --  -- Boneless","020423","Fresh or chilled boneless meat of sheep"
"020430","020430 --  - Carcases and half-carcases of lamb, frozen","020430","Frozen lamb carcasses and half carcasses"
"020441","020441 --  -- Carcases and half-carcases","020441","Frozen sheep carcasses and half carcasses (excl"
"020442","020442 --  -- Other cuts with bone in","020442","Frozen unboned meat of sheep"
"020443","020443 --  -- Boneless","020443","Frozen boned meat of sheep"
"020450","020450 --  - Meat of goats","020450","Fresh, chilled or frozen goat meat"
"020500","020500 --  Meat of horses, asses, mules or hinnies, fresh, chilled or frozen","020500","Meat of horses, asses, mules or hinnies, fresh,"
"020610","020610 --  - Of bovine animals, fresh or chilled","020610","Fresh or chilled edible bovine offal"
"020621","020621 --  -- Tongues","020621","Frozen bovine tongues"
"020622","020622 --  -- Livers","020622","Frozen bovine livers"
"020629","020629 --  -- Other","020629","Frozen edible bovine offal (excl. tongues and l"
"020630","020630 --  - Of swine, fresh or chilled","020630","Fresh or chilled edible swine offal"
"020641","020641 --  -- Livers","020641","Frozen swine livers"
"020649","020649 --  -- Other","020649","Frozen edible swine offal (excl. livers)"
"020680","020680 --  - Other, fresh or chilled","020680","Fresh or chilled edible offal of sheep, goats,"
"020690","020690 --  - Other, frozen","020690","Frozen edible offal of sheep, goats, horses..."
"020710","020710 -- (-1995) Poultry not cut in pieces, fresh or chilled","020710","Fresh or chilled whole poultry"
"020711","020711 -- (1996-) -- Not cut in pieces, fresh or chilled","020710","Fresh or chilled whole poultry"
"020712","020712 -- (1996-) -- Not cut in pieces, frozen","020721","Frozen whole chickens"
"020713","020713 -- (1996-) -- Cuts and offal, fresh or chilled","020739","Fresh or chilled poultry cuts and offal (excl."
"020714","020714 -- (1996-) -- Cuts and offal, frozen","020741","Frozen cuts and offal of chicken (excl. livers)"
"020721","020721 -- (-1995) Fowls of the species Gallus domesticus","020721","Frozen whole chickens"
"020722","020722 -- (-1995) Turkeys","020722","Frozen whole turkeys"
"020723","020723 -- (-1995) Ducks, geese and guinea fowls","020723","Frozen whole ducks, geese and guinea fowls"
"020724","020724 -- (1996-) -- Not cut in pieces, fresh or chilled","020710","Fresh or chilled whole poultry"
"020725","020725 -- (1996-) -- Not cut in pieces, frozen","020722","Frozen whole turkeys"
"020726","020726 -- (1996-) -- Cuts and offal, fresh or chilled","020739","Fresh or chilled poultry cuts and offal (excl."
"020727","020727 -- (1996-) -- Cuts and offal, frozen","020742","Frozen cuts and offal of turkey (excl. livers)"
"020731","020731 -- (-1995) Fatty livers of geese or ducks","020731","Fresh or chilled fatty livers of geese or ducks"
"020732","020732 -- (1996-2011) -- Not cut in pieces, fresh or chilled","020710","Fresh or chilled whole poultry"
"020733","020733 -- (1996-2011) -- Not cut in pieces, frozen","020723","Frozen whole ducks, geese and guinea fowls"
"020734","020734 -- (1996-2011) -- Fatty livers, fresh or chilled","020731","Fresh or chilled fatty livers of geese or ducks"
"020735","020735 -- (1996-2011) -- Other, fresh or chilled","020739","Fresh or chilled poultry cuts and offal (excl."
"020736","020736 -- (1996-2011) -- Other, frozen","020743","Frozen cuts and offal of geese, ducks and guine"
"020739","020739 -- (-1995) Other","020739","Fresh or chilled poultry cuts and offal (excl."
"020741","020741 --  -- Not cut in pieces, fresh or chilled","020741","Frozen cuts and offal of chicken (excl. livers)"
"020742","020742 --  -- Not cut in pieces, frozen","020742","Frozen cuts and offal of turkey (excl. livers)"
"020743","020743 --  -- Fatty livers, fresh or chilled","020743","Frozen cuts and offal of geese, ducks and guine"
"020744","020744 -- (2012-) -- Other, fresh or chilled","020739","Fresh or chilled poultry cuts and offal (excl."
"020745","020745 -- (2012-) -- Other, frozen","020743","Frozen cuts and offal of geese, ducks and guine"
"020750","020750 -- (-1995) Poultry livers, frozen","020750","Frozen poultry livers"
"020751","020751 -- (2012-) -- Not cut in pieces, fresh or chilled","020710","Fresh or chilled whole poultry"
"020752","020752 -- (2012-) -- Not cut in pieces, frozen","020723","Frozen whole ducks, geese and guinea fowls"
"020753","020753 -- (2012-) -- Fatty livers, fresh or chilled","020731","Fresh or chilled fatty livers of geese or ducks"
"020754","020754 -- (2012-) -- Other, fresh or chilled","020739","Fresh or chilled poultry cuts and offal (excl."
"020755","020755 -- (2012-) -- Other, frozen","020743","Frozen cuts and offal of geese, ducks and guine"
"020760","020760 -- (2012-) - Of guinea fowls","020743","Frozen cuts and offal of geese, ducks and guine"
"020810","020810 --  - Of rabbits or hares","020810","Fresh, chilled or frozen meat and edible offal"
"020820","020820 -- (-2006) - Frogs' legs","020820","Fresh, chilled or frozen frogs' legs"
"020830","020830 -- (2002-) - Of primates","020890","Fresh, chilled or frozen meat and edible offal,"
"020840","020840 -- (2002-) - Of whales, dolphins and porpoises (mammals of the order Cetacea); of manatees and dugongs (mammals of the order Sirenia); of seals, sea lions and walruses (mammals of the suborder Pinnipedia)","020890","Fresh, chilled or frozen meat and edible offal,"
"020850","020850 -- (2002-) - Of reptiles (including snakes and turtles)","020890","Fresh, chilled or frozen meat and edible offal,"
"020860","020860 -- (2012-) - Of camels and other camelids (Camelidae)","020890","Fresh, chilled or frozen meat and edible offal,"
"020890","020890 --  - Other","020890","Fresh, chilled or frozen meat and edible offal,"
"020900","020900 -- (-2011) Pig fat, free of lean meat, and poultry fat, not rendered or otherwise extracted, fresh, chilled, frozen, salted, in brine, dried or smoked.","020900","Pig and poultry fat, fresh, chilled, frozen, sa"
"020910","020910 -- (2012-) - Of pigs","020900","Pig and poultry fat, fresh, chilled, frozen, sa"
"020990","020990 -- (2012-) - Other","020900","Pig and poultry fat, fresh, chilled, frozen, sa"
"021011","021011 --  -- Hams, shoulders and cuts thereof, with bone in","021011","Unboned swine hams, shoulders and cuts thereof,"
"021012","021012 --  -- Bellies (streaky) and cuts thereof","021012","Bellies and cuts thereof of swine, salted... or"
"021019","021019 --  -- Other","021019","Meat of swine, salted... or smoked, nes"
"021020","021020 --  - Meat of bovine animals","021020","Meat of bovine animals, salted... or smoked"
"021090","021090 -- (-2001) - Other, including edible flours and meals of meat or meat offal","021090","Other meat, nes, salted... or smoked; flours an"
"021091","021091 -- (2002-) -- Of primates","021090","Other meat, nes, salted... or smoked; flours an"
"021092","021092 -- (2002-) -- Of whales, dolphins and porpoises (mammals of the order Cetacea); of manatees and dugongs (mammals of the order Sirenia); of seals, sea lions and walruses (mammals of the suborder Pinnipedia)","021090","Other meat, nes, salted... or smoked; flours an"
"021093","021093 -- (2002-) -- Of reptiles (including snakes and turtles)","021090","Other meat, nes, salted... or smoked; flours an"
"021099","021099 -- (2002-) -- Other","021090","Other meat, nes, salted... or smoked; flours an"
"030110","030110 -- (-2011) - Ornamental fish","030110","Live ornamental fish"
"030111","030111 -- (2012-) -- Freshwater fish","030110","Live ornamental fish"
"030119","030119 -- (2012-) -- Other","030110","Live ornamental fish"
"030191","030191 --  -- Trout (Salmo trutta, Oncorhynchus mykiss, Oncorhynchus clarki, Oncorhynchus aguabonita, Oncorhynchus gilae, Oncorhynchus apache and Oncorhynchus chrysogaster)","030191","Live trout"
"030192","030192 --  -- Eels (Anguilla spp.)","030192","Live eels"
"030193","030193 --  -- Carp (Cyprinus spp., Carassius spp., Ctenopharyngodon idellus, Hypophthalmichthys spp., Cirrhinus spp., Mylopharyngodon piceus, Catla catla, Labeo spp., Osteochilus hasselti, Leptobarbus hoeveni, Megalobrama spp.)","030193","Live carp"
"030194","030194 -- (2007-) -- Atlantic and Pacific bluefin tuna (Thunnus thynnus, Thunnus orientalis)","030199","Other live fish"
"030195","030195 -- (2007-) -- Southern bluefin tuna (Thunnus maccoyii)","030199","Other live fish"
"030199","030199 --  -- Other","030199","Other live fish"
"030211","030211 --  -- Trout (Salmo trutta, Oncorhynchus mykiss, Oncorhynchus clarki, Oncorhynchus aguabonita, Oncorhynchus gilae, Oncorhynchus apache and Oncorhynchus chrysogaster)","030211","Fresh or chilled trout"
"030212","030212 -- (-2011) -- Pacific salmon (Oncorhynchus nerka, Oncorhynchus gorbuscha, Oncorhynchus keta, Oncorhynchus tschawytscha, Oncorhynchus kisutch, Oncorhynchus masou and Oncorhynchus rhodurus), Atlantic salmon (Salmo salar) and Danube salmon (Hucho hucho)","030212","Fresh or chilled Pacific, Atlantic and Danube s"
"030213","030213 -- (2012-) -- Pacific salmon (Oncorhynchus nerka, Oncorhynchus gorbuscha, Oncorhynchus keta, Oncorhynchus tschawytscha, Oncorhynchus kisutch, Oncorhynchus masou and Oncorhynchus rhodurus)","030212","Fresh or chilled Pacific, Atlantic and Danube s"
"030214","030214 -- (2012-) -- Atlantic salmon (Salmo salar) and Danube salmon (Hucho hucho)","030212","Fresh or chilled Pacific, Atlantic and Danube s"
"030219","030219 --  -- Other","030219","Fresh or chilled salmonidae (excl. 0302.11 and"
"030221","030221 --  -- Halibut (Reinhardtius hippoglossoides, Hippoglossus hippoglossus, Hippoglossus stenolepis)","030221","Fresh or chilled halibut"
"030222","030222 --  -- Plaice (Pleuronectes platessa)","030222","Fresh or chilled plaice"
"030223","030223 --  -- Sole (Solea spp.)","030223","Fresh or chilled sole"
"030224","030224 -- (2012-) -- Turbots (Psetta maxima)","030229","Fresh or chilled flat fish (excl. halibut, plai"
"030229","030229 --  -- Other","030229","Fresh or chilled flat fish (excl. halibut, plai"
"030231","030231 --  -- Albacore or longfinned tuna (Thunnus alalunga)","030231","Fresh or chilled albacore or longfinned tunas"
"030232","030232 --  -- Yellowfin tuna (Thunnus albacares)","030232","Fresh or chilled yellowfin tunas"
"030233","030233 --  -- Skipjack or stripe-bellied bonito","030233","Fresh or chilled skipjack or stripe-bellied bon"
"030234","030234 -- (2002-) -- Bigeye tuna (Thunnus obesus)","030239","Fresh or chilled tunas, nes"
"030235","030235 -- (2002-) -- Atlantic and Pacific bluefin tuna (Thunnus thynnus, Thunnus orientalis)","030239","Fresh or chilled tunas, nes"
"030236","030236 -- (2002-) -- Southern bluefin tuna (Thunnus maccoyii)","030239","Fresh or chilled tunas, nes"
"030239","030239 --  -- Other","030239","Fresh or chilled tunas, nes"
"030240","030240 -- (-2011) - Herrings (Clupea harengus, Clupea pallasii), excluding livers and roes","030240","Fresh or chilled herrings (excl. livers and roe"
"030241","030241 -- (2012-) -- Herrings (Clupea harengus, Clupea pallasii)","030240","Fresh or chilled herrings (excl. livers and roe"
"030242","030242 -- (2012-) -- Anchovies (Engraulis spp.)","030269","Fresh or chilled fish, nes"
"030243","030243 -- (2012-) -- Sardines (Sardina pilchardus, Sardinops spp.), sardinella (Sardinella spp.), brisling or sprats (Sprattus sprattus)","030261","Fresh or chilled sardines, brisling or sparts"
"030244","030244 -- (2012-) -- Mackerel (Scomber scombrus, Scomber australasicus, Scomber japonicus)","030264","Fresh or chilled mackerel"
"030245","030245 -- (2012-) -- Jack and horse mackerel (Trachurus spp.)","030269","Fresh or chilled fish, nes"
"030246","030246 -- (2012-) -- Cobia (Rachycentron canadum)","030269","Fresh or chilled fish, nes"
"030247","030247 -- (2012-) -- Swordfish (Xiphias gladius)","030269","Fresh or chilled fish, nes"
"030250","030250 -- (-2011) - Cod (Gadus morhua, Gadus ogac, Gadus macrocephalus), excluding livers and roes","030250","Fresh or chilled cod (excl. livers and roes)"
"030251","030251 -- (2012-) -- Cod (Gadus morhua, Gadus ogac, Gadus macrocephalus)","030250","Fresh or chilled cod (excl. livers and roes)"
"030252","030252 -- (2012-) -- Haddock (Melanogrammus aeglefinus)","030262","Fresh or chilled haddock"
"030253","030253 -- (2012-) -- Coalfish (Pollachius virens)","030263","Fresh or chilled coalfish"
"030254","030254 -- (2012-) -- Hake (Merluccius spp., Urophycis spp.)","030269","Fresh or chilled fish, nes"
"030255","030255 -- (2012-) -- Alaska pollock (Theragra chalcogramma)","030269","Fresh or chilled fish, nes"
"030256","030256 -- (2012-) -- Blue whiting (Micromesistius poutassou, Micromesistius australis)","030269","Fresh or chilled fish, nes"
"030259","030259 -- (2012-) -- Other","030269","Fresh or chilled fish, nes"
"030261","030261 -- (-2011) -- Sardines (Sardina pilchardus, Sardinops spp.), sardinella (Sardinella spp.), brisling or sprats (Sprattus sprattus)","030261","Fresh or chilled sardines, brisling or sparts"
"030262","030262 -- (-2011) -- Haddock (Melanogrammus aeglefinus)","030262","Fresh or chilled haddock"
"030263","030263 -- (-2011) -- Coalfish (Pollachius virens)","030263","Fresh or chilled coalfish"
"030264","030264 -- (-2011) -- Mackerel (Scomber scombrus, Scomber australasicus, Scomber japonicus)","030264","Fresh or chilled mackerel"
"030265","030265 -- (-2011) -- Dogfish and other sharks","030265","Fresh or chilled dogfish and other sharks"
"030266","030266 -- (-2011) -- Eels (Anguilla spp.)","030266","Fresh or chilled eels"
"030267","030267 -- (2007-2011) -- Swordfish (Xiphias gladius)","030269","Fresh or chilled fish, nes"
"030268","030268 -- (2007-2011) -- Toothfish (Dissostichus spp.)","030269","Fresh or chilled fish, nes"
"030269","030269 -- (-2011) -- Other","030269","Fresh or chilled fish, nes"
"030270","030270 -- (-2011) - Livers and roes","030270","Fresh or chilled fish livers and roes"
"030271","030271 -- (2012-) -- Tilapias (Oreochromis spp.)","030269","Fresh or chilled fish, nes"
"030272","030272 -- (2012-) -- Catfish (Pangasius spp., Silurus spp., Clarias spp., Ictalurus spp.)","030269","Fresh or chilled fish, nes"
"030273","030273 -- (2012-) -- Carp (Cyprinus spp., Carassius spp., Ctenopharyngodon idellus, Hypophthalmichthys spp., Cirrhinus spp., Mylopharyngodon piceus, Catla catla, Labeo spp., Osteochilus hasselti, Leptobarbus hoeveni, Megalobrama spp.)","030269","Fresh or chilled fish, nes"
"030274","030274 -- (2012-) -- Eels (Anguilla spp.)","030266","Fresh or chilled eels"
"030279","030279 -- (2012-) -- Other","030269","Fresh or chilled fish, nes"
"030281","030281 -- (2012-) -- Dogfish and other sharks","030265","Fresh or chilled dogfish and other sharks"
"030282","030282 -- (2012-) -- Rays and skates (Rajidae)","030269","Fresh or chilled fish, nes"
"030283","030283 -- (2012-) -- Toothfish (Dissostichus spp.)","030269","Fresh or chilled fish, nes"
"030284","030284 -- (2012-) -- Sea bass (Dicentrarchus spp.)","030269","Fresh or chilled fish, nes"
"030285","030285 -- (2012-) -- Sea bream (Sparidae)","030269","Fresh or chilled fish, nes"
"030289","030289 -- (2012-) -- Other","030269","Fresh or chilled fish, nes"
"030290","030290 -- (2012-2016) - Livers and roes","030270","Fresh or chilled fish livers and roes"
"030310","030310 -- (-2001) - Pacific salmon (Oncorhynchus nerka, Oncorhynchus gorbuscha, Oncorhynchus keta, Oncorhynchus tschawytscha, Oncorhynchus kisutch, Oncorhynchus masou and Oncorhynchus rhodurus), excluding livers and roes","030310","Frozen Pacific salmon"
"030311","030311 -- (2002-) -- Sockeye salmon (red salmon) (Oncorhynchus nerka)","030310","Frozen Pacific salmon"
"030312","030312 -- (2012-) -- Other Pacific salmon (Oncorhynchus gorbuscha, Oncorhynchus keta, Oncorhynchus tschawytscha, Oncorhynchus kisutch, Oncorhynchus masou and Oncorhynchus rhodurus)","030310","Frozen Pacific salmon"
"030313","030313 -- (2012-) -- Atlantic salmon (Salmo salar) and Danube salmon (Hucho hucho)","030322","Frozen Atlantic and Danube salmon"
"030314","030314 -- (2012-) -- Trout (Salmo trutta, Oncorhynchus mykiss, Oncorhynchus clarki, Oncorhynchus aguabonita, Oncorhynchus gilae, Oncorhynchus apache and Oncorhynchus chrysogaster)","030321","Frozen trout"
"030319","030319 -- (2002-) -- Other","030310","Frozen Pacific salmon"
"030321","030321 -- (-2011) -- Trout (Salmo trutta, Oncorhynchus mykiss, Oncorhynchus clarki, Oncorhynchus aguabonita, Oncorhynchus gilae, Oncorhynchus apache and Oncorhynchus chrysogaster)","030321","Frozen trout"
"030322","030322 -- (-2011) -- Atlantic salmon (Salmo salar) and Danube salmon (Hucho hucho)","030322","Frozen Atlantic and Danube salmon"
"030323","030323 -- (2012-) -- Tilapias (Oreochromis spp.)","030379","Frozen fish, nes"
"030324","030324 -- (2012-) -- Catfish (Pangasius spp., Silurus spp., Clarias spp., Ictalurus spp.)","030379","Frozen fish, nes"
"030325","030325 -- (2012-) -- Carp (Cyprinus spp., Carassius spp., Ctenopharyngodon idellus, Hypophthalmichthys spp., Cirrhinus spp., Mylopharyngodon piceus, Catla catla, Labeo spp., Osteochilus hasselti, Leptobarbus hoeveni, Megalobrama spp.)","030379","Frozen fish, nes"
"030326","030326 -- (2012-) -- Eels (Anguilla spp.)","030376","Frozen eels"
"030329","030329 --  -- Other","030329","Frozen salmonidae (excl. Pacific, Atlantic, Dan"
"030331","030331 --  -- Halibut (Reinhardtius hippoglossoides, Hippoglossus hippoglossus, Hippoglossus stenolepis)","030331","Frozen halibut"
"030332","030332 --  -- Plaice (Pleuronectes platessa)","030332","Frozen plaice"
"030333","030333 --  -- Sole (Solea spp.)","030333","Frozen sole"
"030334","030334 -- (2012-) -- Turbots (Psetta maxima)","030339","Frozen flat fish (excl. halibut, plaice and sol"
"030339","030339 --  -- Other","030339","Frozen flat fish (excl. halibut, plaice and sol"
"030341","030341 --  -- Albacore or longfinned tuna (Thunnus alalunga)","030341","Frozen albacore or longfinned tunas"
"030342","030342 --  -- Yellowfin tuna (Thunnus albacares)","030342","Frozen yellowfin tunas"
"030343","030343 --  -- Skipjack or stripe-bellied bonito","030343","Frozen skipjack or stripe-bellied bonito"
"030344","030344 -- (2002-) -- Bigeye tuna (Thunnus obesus)","030349","Frozen tunas, nes"
"030345","030345 -- (2002-) -- Atlantic and Pacific bluefin tuna (Thunnus thynnus, Thunnus orientalis)","030349","Frozen tunas, nes"
"030346","030346 -- (2002-) -- Southern bluefin tuna (Thunnus maccoyii)","030349","Frozen tunas, nes"
"030349","030349 --  -- Other","030349","Frozen tunas, nes"
"030350","030350 -- (-2006) - Herrings (Clupea harengus, Clupea pallasii), excluding livers and roes","030350","Frozen herrings (excl. livers and roes)"
"030351","030351 -- (2007-) -- Herrings (Clupea harengus, Clupea pallasii)","030350","Frozen herrings (excl. livers and roes)"
"030352","030352 -- (2007-2011) -- Cod (Gadus morhua, Gadus ogac, Gadus macrocephalus)","030360","Frozen cod (excl. livers and roes)"
"030353","030353 -- (2012-) -- Sardines (Sardina pilchardus, Sardinops spp.), sardinella (Sardinella spp.), brisling or sprats (Sprattus sprattus)","030371","Frozen sardines, brisling or sprats"
"030354","030354 -- (2012-) -- Mackerel (Scomber scombrus, Scomber australasicus, Scomber japonicus)","030374","Frozen mackerel"
"030355","030355 -- (2012-) -- Jack and horse mackerel (Trachurus spp.)","030379","Frozen fish, nes"
"030356","030356 -- (2012-) -- Cobia (Rachycentron canadum)","030379","Frozen fish, nes"
"030357","030357 -- (2012-) -- Swordfish (Xiphias gladius)","030379","Frozen fish, nes"
"030360","030360 -- (-2006) - Cod (Gadus morhua, Gadus ogac, Gadus macrocephalus), excluding livers and roes","030360","Frozen cod (excl. livers and roes)"
"030361","030361 -- (2007-2011) -- Swordfish (Xiphias gladius)","030379","Frozen fish, nes"
"030362","030362 -- (2007-2011) -- Toothfish (Dissostichus spp.)","030379","Frozen fish, nes"
"030363","030363 -- (2012-) -- Cod (Gadus morhua, Gadus ogac, Gadus macrocephalus)","030360","Frozen cod (excl. livers and roes)"
"030364","030364 -- (2012-) -- Haddock (Melanogrammus aeglefinus)","030372","Frozen haddock"
"030365","030365 -- (2012-) -- Coalfish (Pollachius virens)","030373","Frozen coalfish"
"030366","030366 -- (2012-) -- Hake (Merluccius spp., Urophycis spp.)","030378","Frozen hake"
"030367","030367 -- (2012-) -- Alaska pollock (Theragra chalcogramma)","030379","Frozen fish, nes"
"030368","030368 -- (2012-) -- Blue whiting (Micromesistius poutassou, Micromesistius australis)","030379","Frozen fish, nes"
"030369","030369 -- (2012-) -- Other","030379","Frozen fish, nes"
"030371","030371 -- (-2011) -- Sardines (Sardina pilchardus, Sardinops spp.), sardinella (Sardinella spp.), brisling or sprats (Sprattus sprattus)","030371","Frozen sardines, brisling or sprats"
"030372","030372 -- (-2011) -- Haddock (Melanogrammus aeglefinus)","030372","Frozen haddock"
"030373","030373 -- (-2011) -- Coalfish (Pollachius virens)","030373","Frozen coalfish"
"030374","030374 -- (-2011) -- Mackerel (Scomber scombrus, Scomber australasicus, Scomber japonicus)","030374","Frozen mackerel"
"030375","030375 -- (-2011) -- Dogfish and other sharks","030375","Frozen dogfish and sharks"
"030376","030376 -- (-2011) -- Eels (Anguilla spp.)","030376","Frozen eels"
"030377","030377 -- (-2011) -- Sea bass (Dicentrarchus labrax, Dicentrarchus punctatus)","030377","Frozen sea-bass"
"030378","030378 -- (-2011) -- Hake (Merluccius spp., Urophycis spp.)","030378","Frozen hake"
"030379","030379 -- (-2011) -- Other","030379","Frozen fish, nes"
"030380","030380 -- (-2011) - Livers and roes","030380","Frozen fish livers and roes"
"030381","030381 -- (2012-) -- Dogfish and other sharks","030375","Frozen dogfish and sharks"
"030382","030382 -- (2012-) -- Rays and skates (Rajidae)","030379","Frozen fish, nes"
"030383","030383 -- (2012-) -- Toothfish (Dissostichus spp.)","030379","Frozen fish, nes"
"030384","030384 -- (2012-) -- Sea bass (Dicentrarchus spp.)","030377","Frozen sea-bass"
"030389","030389 -- (2012-) -- Other","030379","Frozen fish, nes"
"030390","030390 -- (2012-2016) - Livers and roes","030380","Frozen fish livers and roes"
"030410","030410 -- (-2006) - Fresh or chilled","030410","Fresh or chilled fish fillets"
"030411","030411 -- (2007-2011) -- Swordfish (Xiphias gladius)","030410","Fresh or chilled fish fillets"
"030412","030412 -- (2007-2011) -- Toothfish (Dissostichus spp.)","030410","Fresh or chilled fish fillets"
"030419","030419 -- (2007-2011) -- Other","030410","Fresh or chilled fish fillets"
"030420","030420 -- (-2006) - Frozen fillets","030420","Frozen fish fillets"
"030421","030421 -- (2007-2011) -- Swordfish (Xiphias gladius)","030420","Frozen fish fillets"
"030422","030422 -- (2007-2011) -- Toothfish (Dissostichus spp.)","030420","Frozen fish fillets"
"030429","030429 -- (2007-2011) -- Other","030420","Frozen fish fillets"
"030431","030431 -- (2012-) -- Tilapias (Oreochromis spp.)","030410","Fresh or chilled fish fillets"
"030432","030432 -- (2012-) -- Catfish (Pangasius spp., Silurus spp., Clarias spp., Ictalurus spp.)","030410","Fresh or chilled fish fillets"
"030433","030433 -- (2012-) -- Nile perch (Lates niloticus)","030410","Fresh or chilled fish fillets"
"030439","030439 -- (2012-) -- Other","030410","Fresh or chilled fish fillets"
